,latitude,longitude,code,mwra,p.android.packageinstaller,p.system,p.android.externalstorage,p.android.documentsui,p.android.gm,p.android.settings,p.android.chrome,p.olauncher,p.inputmethod.latin,p.android.gms,p.android.defcontainer,p.android.vending,p.dogalize,p.simulator,p.google,p.process.gapps,p.katana,p.gms.persistent,p.notifier,p.browser.provider,c.katana,c.dogalize,c.android.gm,c.android.chrome,c.android.youtube,c.UCMobile.intl,c.updateassist,c.UCMobile.x86,c.android.vending,c.raider,continent,day,hour,minute
3230,48.35693,10.98461,DE,1.0,12.84348,12.50663,8.31334,6.25241,13.56909,9.76787,7.4459,0.12568,44.56337,48.96091,88.41863,99.0874,23.01969,6.01095,65.7357,95.27278,16.52661,78.65447,53.35531,48.99588,13.38266,17.67092,13.26861,15.805,12.388,69.85538,40.22429,50.68427,97.9908,15.61724,3,7,15,50
3301,44.27804,-88.27205,US,0.0,12.2109,12.61387,12.92739,9.08201,9.58561,14.2891,8.90102,0.08163,48.89216,69.97,64.71854,73.01692,28.42808,0.06716,59.22023,63.42093,65.33505,14.105,48.18043,34.73184,12.95077,8.81391,14.22831,14.9229,13.43682,57.7914,22.04803,50.35728,0.35023,45.78021,2,7,17,1
7643,-7.0981,109.3243,ID,0.0,9.39178,6.98112,9.24905,11.25283,12.57076,8.2977,11.02507,0.66111,57.51837,48.78181,60.73053,65.23556,38.34309,57.0805,14.60245,60.41241,40.66903,83.12414,55.56212,53.57508,15.0436,12.64497,14.4451,12.7063,11.23177,68.58506,46.77515,73.10994,3.66789,81.74867,1,10,17,23
12274,6.03333,37.55,ET,1.0,9.38231,10.48315,9.67823,14.14956,14.62098,6.04116,9.51621,8.25909,27.37033,72.40363,65.68001,35.19624,26.92799,83.31938,73.28289,92.02003,18.06888,12.80276,10.30061,72.86487,17.56911,6.53771,15.412,9.60036,11.43586,63.92435,79.24103,24.0914,3.91742,68.50966,4,13,22,34
3705,53.0233,-1.48119,GB,0.0,8.43182,13.01033,14.84581,10.69419,10.37966,11.22516,11.3684,0.35534,46.07475,62.26026,12.56039,17.30392,98.17745,32.8772,51.10251,94.84056,0.10777,96.66948,49.98923,48.77784,14.42296,10.84019,14.09593,9.78293,14.32569,68.54881,60.45847,54.49093,82.39061,97.23529,3,7,23,45
7329,48.98333,2.61667,FR,0.0,12.19595,13.08866,12.37341,6.96901,10.84231,13.961,8.42917,0.10738,41.58669,31.83045,86.68764,18.11731,11.45277,73.06488,45.75304,87.25994,89.26471,57.05808,37.41779,95.86368,13.22608,10.20062,11.60727,15.15649,12.88261,40.47465,51.20948,69.94371,93.98891,30.99318,3,10,12,9
10351,-7.0981,109.3243,ID,0.0,8.86315,9.4845,12.93327,12.89965,11.11723,13.97831,9.47676,0.06629,42.76112,37.62964,45.15632,10.33484,56.54729,42.30057,56.99238,27.44784,28.97377,82.36442,42.87815,11.73972,12.74258,15.7742,13.26873,12.43189,14.13539,62.99402,44.98667,48.91709,5.38204,97.50408,1,12,14,31
914,-28.24,-48.67028,BR,1.0,15.80371,6.8105,8.81092,10.68018,13.4726,9.28122,10.32548,0.04361,47.32713,50.95301,17.22728,36.44682,61.31611,92.06371,47.18726,34.6968,80.00444,15.80784,27.12274,43.82938,12.3218,14.20737,12.92885,12.83429,15.8973,59.5608,54.46341,49.15913,43.80257,36.67124,2,6,1,14
3668,3.8801,-77.03116,CO,1.0,11.23987,11.23089,9.88169,12.78231,11.36765,9.11945,13.15234,0.01321,52.1398,32.61481,30.151,65.91421,74.21281,0.33445,12.64651,5.61423,61.89544,35.25177,17.15831,0.38179,11.12506,9.71458,14.13621,10.34323,7.22745,42.01534,73.76142,55.05207,98.87451,19.26691,2,7,23,8
9163,55.75556,60.70278,RU,1.0,13.76515,6.96979,9.67687,13.28581,16.349,8.87541,7.38754,0.06101,64.40145,68.9382,76.95689,55.68916,89.97701,44.44683,0.79371,30.43799,5.65683,78.91338,62.30111,67.21603,12.66031,10.13305,14.2626,12.34023,14.43143,60.49686,38.9647,51.59917,19.6256,29.35975,1,11,18,43
6564,3.51667,11.5,CM,0.0,8.69393,8.58814,10.93643,12.14249,9.43395,10.02875,14.24211,0.00585,30.35342,69.75421,80.71961,43.36534,73.77567,1.58794,82.14543,65.88879,66.19816,50.20718,11.05117,62.51757,10.27638,7.95082,9.40022,9.66105,9.59223,56.8788,47.19455,38.15587,49.78084,24.4522,4,9,23,24
8615,4.2475,9.00472,CM,0.0,12.00427,8.56814,9.78781,6.67582,11.61329,7.70316,12.03885,0.0833,50.28794,45.86805,1.61819,27.83287,35.0157,10.32254,53.46622,67.94862,15.07074,59.2295,79.02417,77.07635,12.97112,10.84593,13.4785,12.3378,12.90742,63.22829,62.65981,47.30586,36.49734,2.08253,4,11,9,35
968,43.41949,77.0202,KZ,1.0,5.93383,11.44675,12.33035,12.12849,12.88409,9.13999,13.31999,0.14753,45.12761,49.37579,95.47927,88.02692,54.54321,97.55333,19.63164,68.02663,25.21958,31.07007,83.22742,96.88866,13.5422,8.78064,10.38935,8.94161,9.79324,58.60675,60.64937,57.94964,27.15564,61.55497,1,6,2,8
14705,21.46527,83.97573,IN,1.0,11.38092,13.86603,11.77976,13.56547,11.84749,6.53221,8.81031,0.29269,46.51888,41.35274,74.03447,40.63109,50.32185,39.99074,33.14333,32.8764,13.78875,64.03205,7.40223,85.55773,14.22913,10.4224,14.4147,8.28836,4.12521,65.69461,53.93301,35.7337,83.36205,70.17869,1,15,15,5
13108,50.8,3.16667,BE,1.0,7.66116,12.57462,11.93135,10.81686,12.58065,11.48908,10.34342,0.0158,49.11672,61.89685,53.82367,18.21267,6.01776,40.58826,65.01712,19.16893,46.11027,15.48914,3.29823,84.88952,11.28944,9.60132,14.12789,6.58325,7.21958,58.41832,44.46466,69.46454,63.88113,94.7728,3,14,12,28
7241,18.42745,-67.15407,PR,1.0,7.99616,7.04336,8.89,13.48619,11.44382,9.5827,9.18445,0.06784,52.53515,53.29975,69.73579,10.59745,41.04094,77.199,74.19637,43.98552,72.43763,80.76231,65.8284,76.17996,12.76453,9.15117,10.47181,13.44994,9.16872,72.91218,51.11346,68.38575,95.9507,61.87941,2,10,10,41
9911,51.39148,-0.29825,GB,0.0,12.54872,3.24185,8.41764,12.25508,11.75556,6.3215,11.2729,0.03136,54.87632,44.95513,80.09681,41.97733,63.4085,7.68095,81.0353,51.79043,4.57009,96.35708,90.76809,76.55344,11.99065,9.25986,10.71609,11.92985,13.79858,70.84196,60.27632,62.92519,90.79681,54.39644,3,12,7,11
8814,-8.73508,24.99798,CD,1.0,12.15232,12.64189,10.96171,13.61314,11.61178,6.90534,5.08538,4.86743,40.93753,45.6326,43.83857,0.03459,68.19818,1.94512,73.22281,88.72174,77.18238,31.80016,10.07712,46.4672,17.04037,8.7568,14.829,7.56504,7.79475,49.98816,69.47189,40.40054,3.01483,45.14039,4,11,12,54
8371,50.23019,8.77155,DE,0.0,6.37942,10.39457,12.75125,11.02849,10.8611,12.08237,10.38873,0.14646,54.21455,61.11055,5.02234,44.13802,7.58767,94.78353,70.52589,8.4227,7.21448,18.52752,51.42345,75.59709,13.53701,9.62871,5.69386,15.99603,12.34785,69.88335,56.90336,51.49007,38.19169,51.55046,3,11,5,31
5470,-23.85972,35.34722,MZ,1.0,6.83817,7.03695,13.00339,7.7672,14.3514,14.23057,13.03996,0.17225,57.95061,63.36284,44.84609,17.93262,6.54133,96.62655,86.35426,75.30769,79.60687,40.08156,90.3302,96.33326,13.6972,9.4132,11.21912,7.26497,10.41918,69.39094,49.06701,54.96596,4.88438,80.61209,4,9,5,10
410,-6.8,39.25,TZ,0.0,6.74123,8.74154,14.46022,10.55474,10.91714,11.41661,11.68465,0.02212,60.06619,65.65842,21.6221,69.24957,38.26602,63.9631,78.07839,20.95434,89.98673,9.85747,45.37165,24.82784,11.63997,12.78962,9.85842,15.34137,12.6313,53.72815,65.49549,47.67024,79.61433,71.52939,4,5,16,50
3581,8.48714,-13.2356,SL,1.0,6.74829,12.45049,10.2584,12.17679,13.44444,9.23034,10.81555,0.10632,55.71905,51.41589,6.52379,75.49437,50.60501,18.19018,29.55138,25.38612,91.6071,67.51521,50.80489,29.10687,13.21728,10.68919,13.65477,8.04079,8.25354,67.36338,45.05939,55.1779,86.14604,45.81753,4,7,21,41
73,7.62789,4.74161,NG,0.0,13.42034,9.80393,7.13834,14.31907,12.88371,6.64999,11.08032,0.08651,24.88858,40.04536,40.0579,15.50273,78.75858,54.2986,93.4052,94.0126,30.5476,22.49927,96.10087,8.10263,13.01125,10.15299,15.28236,9.55935,7.70361,38.86058,55.51859,86.30529,6.05466,20.67618,4,5,11,13
7757,38.58894,-89.99038,US,0.0,8.84551,8.73568,12.44834,14.08851,8.92398,10.8763,8.41659,0.28395,44.61095,53.8907,63.19941,17.16878,20.59907,58.83134,11.40622,56.31605,57.68723,13.50169,18.70886,52.29877,14.19833,12.7529,7.19808,13.70371,12.48028,55.24795,68.44621,63.26522,62.96788,87.30949,2,10,19,17
7922,41.24255,-82.61573,US,1.0,11.55382,11.02513,7.24649,14.91986,13.03621,4.87548,12.81247,0.04008,63.8625,53.24282,50.82876,41.5479,86.84429,63.16007,91.00272,60.66838,55.84805,30.27571,70.70688,75.32924,12.23485,8.76584,14.48788,10.94103,8.19349,51.11565,49.65456,80.18832,4.80629,39.03363,2,10,22,2
11919,38.38479,-0.76773,ES,1.0,11.52138,8.25267,10.376,10.36605,12.57923,8.64867,7.89345,0.11442,50.67382,41.1616,11.17094,38.23216,95.86498,49.0645,62.406,91.40673,73.90713,32.54378,51.83066,73.20823,13.2886,10.27419,14.27592,12.64077,12.16045,48.508,23.3348,52.80005,88.48863,9.99726,3,13,16,39
5926,12.74409,-8.07257,ML,1.0,10.255,6.54218,8.60922,9.75761,9.93659,8.56065,9.84055,0.07585,51.95863,42.8525,88.4776,22.57985,53.92915,63.09748,26.63414,92.23757,31.71385,73.22254,42.81987,34.01742,12.87752,14.94523,14.30708,13.58678,12.30755,60.63981,54.4956,53.87726,19.26041,87.14563,4,9,12,46
13979,-34.64167,-60.47389,AR,1.0,7.54561,13.84907,14.76775,6.19001,9.7447,13.7743,10.89576,0.02702,36.8451,48.96824,55.44087,81.23902,34.985,21.43,52.46199,76.10898,65.27762,64.50999,27.78796,59.69959,11.84136,7.74842,12.9496,13.97357,14.4431,35.31693,32.09547,42.36915,92.19853,1.4125,2,15,2,59
8565,38.55632,69.01354,TJ,0.0,6.99792,10.92995,10.63539,14.55483,10.39248,11.68492,8.91525,0.00671,57.58064,53.56716,53.58815,56.27713,97.53168,68.88703,5.27167,61.13956,95.98663,75.23042,62.24715,76.26354,10.4334,12.63283,7.64507,14.70177,11.02071,50.15754,58.10707,56.49786,79.19965,53.92015,1,11,8,45
7173,33.92866,-6.90656,MA,0.0,7.88418,8.52363,12.49922,14.96413,10.10409,12.53778,8.44757,0.4316,42.32716,55.86597,76.46328,48.67752,64.80653,87.86012,76.85532,99.28893,36.49633,45.9016,82.41126,57.52431,14.61763,10.02778,4.05447,12.71293,13.06322,45.13111,74.32762,59.72147,60.06414,78.94896,4,10,9,33
7640,30.76468,74.12286,PK,1.0,13.16503,10.1801,10.75435,14.77514,8.9653,13.98913,6.8985,0.03204,78.52702,61.17662,54.02014,36.24803,16.74969,33.8811,97.18742,20.6187,40.52891,4.44979,16.17645,34.59819,12.01473,11.56578,9.30148,13.80186,12.13343,51.95775,34.62873,36.63211,63.68959,72.74463,1,10,17,20
11790,10.61285,12.19458,NG,1.0,6.96793,9.12925,11.93879,9.61123,11.55459,13.86835,12.44956,0.06891,44.5186,62.02373,64.29806,49.83735,95.20989,32.17258,59.03025,64.4176,6.01651,88.975,0.46895,75.81854,12.7836,7.26043,10.57551,8.91502,12.29071,51.7756,70.27297,72.43986,13.03858,44.90125,4,13,14,30
12876,30.75545,20.22625,LY,0.0,5.73613,13.15214,13.56711,10.23607,10.43504,12.10156,10.47807,1.415,70.08404,58.53173,53.12139,54.03949,73.1941,38.90599,91.74397,98.90985,77.0732,55.12365,45.15605,97.63671,15.8048,7.9385,13.35691,10.85974,11.22884,64.38093,49.90884,55.98983,58.05519,28.81177,4,14,8,36
8372,33.93113,-117.54866,US,1.0,10.2162,10.55901,9.2212,9.06408,11.08353,8.41171,4.4738,0.03346,61.96831,57.62066,55.45299,24.34915,80.32423,83.05485,32.99812,12.52698,58.07351,95.24112,55.04199,42.33483,12.05809,12.50687,15.27347,13.20384,10.57495,68.67796,47.84036,54.28636,20.93896,57.68901,2,11,5,32
11077,53.0233,-1.48119,GB,1.0,6.90229,12.49683,8.13851,16.21632,13.05939,2.46297,8.49934,6.76829,57.67749,56.27573,26.75374,66.22612,42.40321,69.96887,8.47117,87.39127,12.76732,13.76015,80.8648,54.72649,17.37005,10.41186,12.87526,9.51596,6.34658,68.48325,44.29078,42.44297,64.48433,19.50803,3,13,2,37
9400,33.14447,47.3799,IR,1.0,11.15445,10.04404,7.44501,13.22674,13.94843,9.08103,11.50514,0.08754,49.86828,50.40501,63.30615,24.33837,47.30693,92.89821,5.38347,37.04616,13.01434,47.86701,89.12309,20.61342,13.02302,10.73253,15.64729,8.49594,8.11827,63.48502,64.16794,51.88355,92.57652,97.34493,1,11,22,40
8033,21.34222,71.30633,IN,1.0,14.24648,8.57208,8.43713,7.82827,10.00879,10.04704,11.41414,0.00386,64.59769,52.69368,41.50876,90.85528,95.76297,48.60412,73.51947,6.79119,15.06348,43.92043,86.50129,0.09297,9.80736,13.45865,11.61486,13.95597,14.4525,62.13892,67.66728,47.21245,65.52193,22.69966,1,10,23,53
12983,65.84811,24.14662,FI,0.0,12.9834,14.02516,11.09032,11.46053,8.96575,10.93638,7.15099,0.14332,69.97139,28.65112,79.55931,79.53903,44.3477,7.08243,53.24196,21.76385,33.1655,84.93022,51.37778,84.0035,13.51449,12.66892,11.67933,11.37178,11.94306,49.59299,57.71676,58.89865,10.2514,89.74466,3,14,10,23
4899,12.04161,75.35927,IN,1.0,4.8656,11.27246,7.06908,15.16811,12.57006,4.53327,12.45317,0.04094,47.13887,69.28285,23.07233,48.14813,72.75498,98.93485,95.26462,19.55546,55.9743,5.30082,17.48902,3.45549,12.26069,11.122,9.65093,8.80551,8.7702,85.13253,71.67811,40.97761,50.58045,23.94846,1,8,19,39
14322,32.9156,-117.14392,US,0.0,10.897,13.16628,14.0493,10.88266,11.10551,13.06033,9.67645,0.02881,47.00784,48.23662,91.20957,90.84691,67.43772,12.37832,89.35106,17.09722,64.39781,38.15023,32.40306,83.28358,11.90508,10.68166,9.97027,13.94063,12.67715,71.09338,69.008,42.47227,42.2934,39.33321,2,15,8,42
2992,28.98002,77.70636,IN,0.0,9.45957,10.48794,5.81897,9.45496,15.2009,5.85533,6.40459,0.00193,51.62808,46.24697,54.18206,25.31111,7.2121,56.32836,42.57642,58.59859,9.78749,55.69649,25.15715,9.06042,9.12237,14.6495,12.32248,16.7064,12.36185,61.07301,64.62083,18.71244,30.81303,99.17215,1,7,11,52
11466,19.64745,-102.04897,MX,0.0,8.98314,12.37507,10.6723,13.03399,7.5683,10.48955,9.4347,0.0098,35.8666,69.33112,47.7067,99.14324,39.65712,36.05516,57.04049,56.28162,92.16197,35.18113,28.24616,77.93322,10.8408,11.40474,14.37195,9.46433,14.69712,62.95854,43.88467,57.6184,59.21805,90.90738,2,13,9,6
11804,-6.8,39.25,TZ,0.0,10.64846,12.61504,14.30121,7.75091,12.93778,9.85482,14.13815,0.17144,40.37432,70.25611,85.08946,20.00969,78.56991,35.13829,14.3158,81.59755,34.41093,36.44136,82.53702,75.59043,13.69348,16.2202,13.84706,15.36406,16.72127,76.60009,39.22946,83.37122,86.11241,71.53143,4,13,14,44
578,41.94175,123.50266,CN,1.0,12.27109,6.67719,11.31817,9.83206,13.89029,6.66101,10.16219,1.17922,13.94213,45.16605,30.89578,15.53365,50.47146,28.41427,86.29254,75.98014,84.23073,22.60261,67.51683,16.42799,15.62253,11.27097,14.11017,13.59987,13.92018,57.35921,44.01854,54.37516,93.39116,96.45564,1,5,19,38
12382,54.60528,18.34717,PL,0.0,15.07027,9.2171,9.13643,8.14683,13.57709,9.95265,8.34109,0.29517,53.12018,32.71334,59.47694,1.01162,33.73003,41.72094,97.16212,57.68474,13.59443,54.61845,69.37488,95.59002,14.23753,17.66997,14.60702,14.53018,14.61368,51.94267,49.7248,38.11201,37.13778,4.07116,3,14,0,22
4258,23.02677,113.13148,CN,1.0,13.59178,10.05014,10.26615,5.13509,12.33807,7.28838,10.15574,0.02974,39.21998,34.17517,34.42492,42.93572,78.82271,51.16276,62.20422,60.79036,26.78199,50.76077,44.46239,59.0099,11.94012,12.75217,14.66016,11.05219,13.88322,73.59497,51.5734,60.48427,17.06278,92.62009,1,8,8,58
7967,39.78504,-85.76942,US,0.0,7.3993,11.21245,13.22081,9.87557,7.37647,12.7375,8.3467,0.12518,54.53842,35.14276,6.86609,18.70417,75.83466,59.5165,85.64744,4.6501,83.36463,92.55286,80.13728,67.38589,13.37977,6.54696,12.63153,11.8666,11.20819,67.17541,39.74949,33.10861,44.61144,95.43614,2,10,22,47
711,51.19139,6.51352,DE,0.0,9.47126,13.80816,11.85937,9.35867,9.04176,11.2956,9.19914,0.11149,50.48066,34.50549,1.04704,54.51841,62.18876,5.3307,46.03051,84.34578,91.74195,17.5857,29.65104,8.29257,13.2633,10.68305,13.69118,11.34415,12.95645,62.01712,44.30633,50.72238,17.91324,54.50176,3,5,21,51
7256,50.23805,8.86704,DE,1.0,6.62688,6.78758,11.14414,11.07906,12.72819,11.22113,16.27562,0.12129,40.67801,56.88014,37.96299,10.53556,4.34543,98.7785,81.6853,27.41779,77.97606,63.58227,82.67211,97.21436,13.34662,8.59339,11.07131,10.62228,8.86099,41.2945,81.1103,48.41267,52.77612,56.40705,3,10,10,56
3297,-32.05251,115.88782,AU,1.0,12.10079,5.45275,8.7277,12.82133,12.77065,7.55435,10.35384,0.04911,7.64238,64.84749,21.54095,84.19204,38.42544,30.17397,90.57815,24.65223,33.88594,25.93849,51.34797,23.62682,12.44196,8.05241,13.33041,12.65049,13.59127,66.30363,59.2209,24.50632,3.44155,42.06099,5,7,16,57
7701,11.93381,79.82979,IN,1.0,6.89494,10.35566,12.81461,9.37228,7.91462,12.60185,12.25148,0.00503,61.80277,64.43833,34.74859,66.26617,82.5861,18.30396,97.73451,42.51397,17.32199,63.70606,45.10522,93.68874,10.19019,11.25419,5.92646,7.89251,7.81769,58.31859,38.56754,64.42544,81.01306,8.62645,1,10,18,21
4121,40.1675,34.37389,TR,1.0,12.26065,11.73216,12.29976,4.62478,10.99651,5.20521,5.8115,0.01682,61.56278,58.48259,17.12582,70.20254,45.52938,24.54568,95.97953,28.97921,34.91706,64.42835,21.2724,29.72338,11.36453,15.28613,10.60792,14.84442,13.11811,56.65889,43.309,71.65746,89.88715,22.06098,3,8,6,41
1967,68.79833,16.54165,NO,0.0,10.09456,12.57323,15.0897,11.29899,9.89072,13.46011,11.43835,0.01104,41.93148,54.78757,90.45983,62.05701,43.00369,4.06469,17.02528,45.82624,8.73762,4.75332,1.78706,53.81101,10.95012,11.23616,13.03361,14.43995,14.83416,53.07353,74.53495,37.34445,63.64843,9.81193,3,6,18,47
1953,16.0567,103.65309,TH,0.0,7.40117,7.94946,12.42548,9.36895,9.93595,16.77027,9.7423,0.03221,60.53392,58.71982,14.56167,37.39481,98.76938,11.64335,90.77819,36.33131,44.78549,40.50623,44.92035,96.53008,12.01547,13.76207,12.32681,12.58477,10.18073,59.31477,69.98014,45.74265,54.59225,64.68707,1,6,18,33
923,53.77166,38.12408,RU,0.0,4.47495,12.09013,13.22577,10.9066,13.09981,12.94977,10.01921,1.12894,62.55499,28.03203,19.28265,15.0077,17.95713,57.05388,62.66164,68.80592,7.97751,66.92299,99.07408,55.7561,15.57897,9.81123,6.6502,14.32101,12.80921,66.94741,65.23382,34.81264,79.72499,9.44567,3,6,1,23
4075,8.56697,123.33471,PH,0.0,8.09347,8.15324,11.40261,12.91909,6.59004,12.49581,6.04317,0.07149,39.90351,57.19132,0.88345,65.82786,80.52977,18.60287,48.99069,84.03044,66.30857,98.43579,59.24325,77.02131,12.81762,11.59943,7.22118,12.812,9.70379,67.92504,47.0404,59.98059,72.60506,88.58294,1,8,5,55
12113,24.28859,116.11768,CN,1.0,6.35517,12.56819,9.5692,15.85282,12.41067,7.16225,13.13037,0.09407,42.77828,47.30067,53.22167,79.4636,68.85189,89.86969,41.27018,74.68524,11.76359,49.23905,87.50426,91.0606,13.09344,8.63758,12.03816,9.64016,8.34952,64.29358,44.94732,57.97316,57.43471,33.83713,1,13,19,53
9935,-22.97056,-46.99583,BR,1.0,11.41028,9.42906,9.17825,8.05328,11.21487,7.8373,8.33489,0.12711,26.16491,58.54717,26.39999,2.7331,23.07452,37.21073,16.11012,85.19153,7.31728,23.49531,10.56089,91.25939,13.39404,13.73065,15.12714,11.71467,11.99093,34.52483,48.42825,89.29623,12.98294,81.27224,2,12,7,35
4523,55.62047,37.49338,RU,0.0,4.78521,8.25254,14.36968,13.31314,10.42793,13.09775,10.60095,0.14737,23.3683,57.27666,82.42719,58.47447,75.40522,67.53903,47.59215,7.89846,32.60624,73.56335,6.12233,65.74315,13.54309,13.20675,8.36449,10.99213,12.73041,72.69542,51.54524,46.69909,17.35022,79.82718,3,8,13,23
4861,45.49428,-122.86705,US,1.0,9.84083,6.0787,10.44047,9.45838,7.73239,14.94902,17.52097,0.00676,30.82589,55.08911,45.78396,29.38478,86.54772,56.56268,46.09975,28.80903,30.55757,69.85604,88.61317,30.4435,10.43904,9.91661,9.11793,12.99972,11.05827,41.6765,70.47283,57.45396,90.91743,78.62684,2,8,19,1
13328,43.41949,77.0202,KZ,0.0,9.18854,13.18672,13.48641,12.50213,12.47499,11.62998,10.05471,0.17583,39.77824,45.84957,44.17656,84.18712,54.17432,13.46182,14.43733,79.90098,63.92759,2.56243,44.9859,57.22106,13.71979,11.8608,9.50768,10.65423,12.39532,64.61636,56.19028,39.07837,60.60566,89.09218,1,14,16,8
4273,-13.7804,34.4587,MW,0.0,8.185,8.75229,12.66273,14.56813,8.51929,12.99355,8.56562,1.78808,58.43052,49.23716,65.6828,36.43808,17.60246,32.10766,84.20594,75.2798,1.50412,38.6583,73.52116,58.78141,16.03881,13.79569,12.06041,11.6052,14.55983,58.74403,63.34597,25.5309,24.32966,57.95065,4,8,9,13
4536,44.92801,4.8951,FR,1.0,8.90695,9.12966,10.07779,13.35926,14.12328,7.93122,13.55203,0.73551,35.27521,58.29341,61.66754,52.29444,3.27765,31.9137,69.6682,42.22093,76.83348,93.32059,47.56373,40.41871,15.15057,8.60885,14.40315,10.62135,8.83831,36.27793,37.96697,51.31429,0.13787,60.99006,3,8,13,36
12493,29.98869,122.20488,CN,1.0,11.89487,7.83823,6.41094,14.28904,13.89669,9.4781,15.7143,0.00593,36.0461,39.41754,88.33845,34.00124,6.75513,62.62361,30.58222,0.09663,97.17501,14.29733,78.00567,93.15648,10.27331,8.31654,15.55074,10.21451,9.12736,63.69006,45.64542,55.40946,79.28231,99.09021,1,14,2,13
12453,34.4833,136.84186,JP,1.0,10.46101,11.46414,7.28226,13.08566,16.95252,7.9132,9.54815,0.10205,47.26924,36.4698,71.98503,24.36161,47.26454,66.2306,48.55616,57.83592,79.02708,12.22528,60.52932,81.42511,13.17448,11.49314,15.13491,5.58256,8.48245,71.90133,45.50567,34.6127,99.93641,4.93636,1,14,1,33
14111,53.6052,10.03988,DE,0.0,10.67852,11.98618,10.57058,7.39748,9.79445,9.55659,5.92221,0.89837,36.71469,42.17516,77.43072,45.1877,8.4462,42.29817,88.97748,66.4238,15.50918,22.88792,96.87725,52.52277,15.35031,16.86876,14.7624,13.11492,10.32021,64.37571,47.75536,50.66641,84.03209,62.6289,3,15,5,11
785,49.195061,16.606836,CZ,0.0,9.24575,12.21316,9.48826,12.19356,13.7337,16.34302,10.65444,0.01075,38.7656,57.34164,18.01962,2.57141,41.92791,43.30719,14.58861,80.56534,66.7947,90.36527,36.81318,67.25456,10.91055,10.01693,12.48442,15.43004,15.1435,65.61542,58.49915,55.74075,5.54353,18.16575,3,5,23,5
12903,-7.73379,113.69785,ID,0.0,11.08315,10.98177,13.62386,10.25096,13.58651,16.05266,13.89568,0.02402,39.1136,32.71981,87.44101,34.30398,24.88397,95.38783,53.50369,9.33123,36.99064,58.58242,13.88189,9.4574,11.72539,10.40728,8.94603,14.80122,15.49871,60.11813,51.80063,55.87322,74.76731,11.29271,1,14,9,3
2348,3.8801,-77.03116,CO,0.0,13.94666,10.52043,9.72962,6.70831,13.69205,8.44007,8.53676,0.11493,61.08026,56.83095,38.08169,38.24895,25.07283,11.60504,18.16883,19.08667,35.49508,98.87316,87.58171,31.74177,13.29329,16.84789,13.94395,14.74315,14.70962,82.29288,51.56691,54.84574,86.41949,73.62764,2,7,1,8
9267,47.64995,-117.23991,US,1.0,11.10194,8.6332,6.14477,12.25741,15.60551,9.55658,12.47591,0.0065,54.016,33.01977,16.37386,57.89464,99.8513,89.88336,91.5734,84.68322,12.98163,51.04837,42.6908,85.35882,10.40417,10.54232,16.35929,7.66366,7.74621,43.88538,53.09601,31.42643,51.78179,58.44732,2,11,20,27
4370,50.23019,8.77155,DE,1.0,14.83253,8.84756,9.44969,9.83025,11.17313,10.83864,9.56099,0.00737,59.38345,50.46948,55.65224,3.89744,39.15236,38.81011,91.92829,8.97963,47.1866,85.3445,2.33421,39.96858,10.51891,12.6146,11.33177,11.68293,14.05495,62.27938,66.46419,40.2911,60.65012,46.17,3,8,10,50
8641,37.16911,10.03478,TN,1.0,14.26682,9.96212,8.67521,7.87511,13.53067,9.84106,9.89086,0.21479,20.22388,60.64989,3.97567,87.03129,25.14392,9.94054,49.0474,6.69711,37.97788,59.12041,64.56494,94.7448,13.92008,12.63439,13.03285,12.71715,13.26503,91.84255,59.79954,70.2143,24.70958,72.27508,4,11,10,1
8673,30.76468,74.12286,PK,1.0,11.28845,10.05555,9.6843,10.31459,14.05478,10.48402,8.35527,0.3211,50.91111,79.18769,40.69124,16.22257,93.08829,67.30892,58.23803,13.47978,85.63147,55.1158,48.09197,42.90865,14.32154,9.75694,12.67938,12.27278,10.4647,56.08525,46.16717,32.27062,61.41921,80.87545,1,11,10,33
9218,4.96667,10.7,CM,1.0,6.70578,10.60386,12.29435,10.90682,11.24325,11.06241,10.52326,0.15268,36.70974,36.09813,36.13719,82.55747,51.31451,18.61533,74.99822,41.92904,72.68653,79.75166,67.1644,7.77895,13.57707,10.07769,9.07441,7.27928,8.85391,68.93962,68.11728,41.09426,96.93055,41.23622,4,11,19,38
13841,53.51684,-113.3187,CA,1.0,12.96704,8.07909,10.24371,12.01575,14.62741,8.01836,8.05479,0.00542,39.55685,62.67198,34.08875,16.02324,33.76713,46.77284,23.18795,64.53993,74.18238,38.61324,60.72871,35.69766,10.18656,8.54059,9.57828,11.01179,13.14593,71.57361,72.78872,62.24482,6.44425,66.38061,2,15,0,41
6220,-33.88096,151.07986,AU,1.0,7.41956,10.11373,9.19791,13.53201,9.1858,8.72121,14.22705,0.01503,56.45375,39.83606,97.33015,30.41699,60.61345,23.2724,26.50812,79.92028,1.08078,36.63761,45.47742,8.71783,11.26044,11.65825,9.34151,10.83789,7.68525,82.62873,62.61333,64.96036,61.53028,8.23082,5,9,17,40
2489,15.45144,78.14797,IN,1.0,6.79525,9.13958,10.41974,10.89874,12.57608,13.80701,14.94015,0.00636,45.43051,62.31784,22.8762,92.51504,1.13948,20.27271,53.41299,73.88238,66.19267,49.57839,18.61204,30.71749,10.37912,10.68034,11.44187,8.23354,8.52106,65.16816,71.80651,47.0141,77.75113,23.65883,1,7,3,29
